Comentario;sentiment
A resposta para um problema crítico com o sistema de e-mail foi insatisfatória. O suporte foi lento e a solução final não resolveu o problema completamente.;Negativo
A solicitação de acesso a sistemas críticos foi tratada com lentidão. A demora causou problemas de produtividade e a falta de comunicação aumentou a frustração.;Negativo
A solicitação de ajuste em um software de produtividade foi mal gerida. O processo foi demorado e a solução oferecida não atendeu completamente às necessidades.;Negativo
A solicitação de atualização foi uma bagunça completa. A equipe não só demorou, mas a falta de comunicação foi absurda.;Negativo
A solicitação de troca de acesso foi tratada de maneira insatisfatória. O processo foi demorado e houve confusão sobre as permissões a serem atribuídas, gerando problemas de acesso para os usuários.;Negativo
A solicitação de troca de acesso foi um saco. Demoraram e a comunicação foi péssima.;Negativo
A solicitação de troca de equipamentos foi mal gerida, com atrasos significativos e dificuldades técnicas com o novo computador. O suporte levou tempo para responder e resolver as questões.;Negativo
A solicitação foi encerrada sem resolver o problema.;Negativo
A solicitação foi ignorada por vários dias.;Negativo
A solicitação para a alteração de acessos foi mal gerida. O processo foi demorado e houve erros na definição das permissões, resultando em problemas de acesso para os usuários.;Negativo
A solicitação para a atualização de hardware foi mal administrada, com falhas no novo equipamento e um suporte lento para encontrar uma solução adequada.;Negativo
A solicitação para a atualização de hardware foi mal gerida. O novo equipamento apresentou falhas desde o início e o suporte demorou para fornecer uma solução adequada.;Negativo
A solicitação para a atualização de hardware foi mal gerida. O novo equipamento apresentou falhas e o suporte demorou para fornecer uma solução adequada.;Negativo
A solicitação para a atualização de hardware foi mal gerida. O novo equipamento apresentou problemas e o suporte demorou para fornecer uma solução adequada.;Negativo
A solicitação para a atualização de software foi mal gerida. A equipe demorou para concluir o processo e a comunicação foi ineficaz.;Negativo
A solicitação para a atualização de software foi mal gerida. A equipe demorou para concluir o processo e a falta de comunicação causou vários transtornos.;Negativo
A solicitação para a atualização de software foi mal gerida. A equipe não comunicou o progresso e o processo demorou mais do que o esperado.;Negativo
A solicitação para a atualização de software foi um desastre total. A equipe levou uma eternidade para concluir e não se comunicava de forma alguma.;Negativo
A solicitação para a atualização do sistema de rede foi mal gerida. A equipe demorou para implementar a atualização e o processo causou vários problemas de conectividade.;Negativo
A solicitação para a configuração de novos servidores foi mal gerida. A equipe demorou para concluir o processo e a comunicação foi ineficaz, causando transtornos.;Negativo
A solicitação para a configuração de um novo servidor foi mal gerida. A equipe demorou para concluir o processo e a falta de comunicação causou vários transtornos.;Negativo
A solicitação para a configuração de um novo sistema de segurança foi mal gerida. O processo foi demorado e a equipe não comunicou o progresso, resultando em problemas de segurança.;Negativo
A solicitação para a criação de novas contas de usuário foi mal gerida. A equipe demorou para processar a solicitação e a falta de comunicação causou frustração entre os usuários.;Negativo
A solicitação para a criação de novas contas de usuário foi mal gerida. O processo foi demorado e a equipe não comunicou o progresso, causando frustração entre os usuários.;Negativo
A solicitação para a criação de novas máquinas virtuais foi mal gerida. O processo foi demorado e o suporte não conseguiu fornecer uma solução adequada para o problema.;Negativo
A solicitação para a criação de uma máquina virtual foi mal gerenciada. O processo foi lento e o suporte técnico não conseguiu resolver o problema com uma solução adequada.;Negativo
A solicitação para a criação de uma nova conta de usuário foi muito demorada e houve vários problemas com a configuração de acessos, causando transtornos para os usuários afetados.;Negativo
A solicitação para a criação de uma nova conta de usuário foi muito demorada. Houve problemas com a configuração de acessos e a equipe de suporte não foi proativa em comunicar o progresso da solicitação.;Negativo
A solicitação para a criação de uma nova máquina virtual foi mal gerida. O processo foi lento e o suporte técnico não conseguiu fornecer uma solução adequada para o problema.;Negativo
A solicitação para a criação de uma nova VM foi tratada de forma inadequada. O processo foi demorado e o suporte não conseguiu resolver problemas de configuração.;Negativo
A solicitação para a instalação de novos softwares foi mal gerida, com a equipe demorando a finalizar o processo e não fornecendo atualizações, causando atrasos.;Negativo
A solicitação para a instalação de novos softwares foi mal gerida. A equipe demorou a concluir o processo e não comunicou o progresso, resultando em atrasos no trabalho.;Negativo
A solicitação para a instalação de novos softwares foi mal gerida. A equipe demorou a concluir o processo e não comunicou o progresso, resultando em frustração.;Negativo
A solicitação para a instalação de novos softwares foi mal gerida. A equipe demorou para concluir o processo e não comunicou o progresso, causando atrasos no trabalho.;Negativo
A solicitação para a instalação de novos softwares foi mal gerida. A equipe foi lenta para concluir e não comunicou o progresso, causando atrasos no trabalho.;Negativo
A solicitação para a instalação de novos softwares foi mal gerida. A equipe levou muito tempo para concluir e não forneceu atualizações, causando atrasos no trabalho.;Negativo
A solicitação para a instalação de novos softwares foi mal gerida. O processo foi demorado e a equipe não foi proativa em comunicar o progresso.;Negativo
A solicitação para a troca de acesso a sistemas críticos foi mal gerida. A equipe demorou para implementar as mudanças e a falta de comunicação causou problemas para os usuários.;Negativo
A solicitação para a troca de acesso foi mal gerida, resultando em vários usuários sem acesso adequado por um período prolongado. A falta de comunicação também foi um problema significativo.;Negativo
A solicitação para a troca de equipamentos foi mal gerida, com atrasos significativos e problemas técnicos com o novo computador. O suporte demorou a responder e resolver os problemas.;Negativo
A solicitação para a troca de equipamentos foi tratada de forma insatisfatória, com atrasos significativos e problemas técnicos com o novo computador. O suporte foi lento em responder e resolver as questões.;Negativo
A solicitação para acesso remoto foi mal gerida. O suporte técnico teve dificuldades para configurar o acesso adequado e a resolução levou muito mais tempo do que o esperado.;Negativo
A solicitação para ajustes no sistema de gerenciamento levou muito mais tempo do que o esperado e a equipe de TI não comunicou claramente os motivos dos atrasos, o que gerou bastante frustração.;Negativo
A solicitação para atualização do software foi tratada de forma bastante ineficiente. O processo levou mais tempo do que o previsto e houve problemas com a instalação, o que gerou muitos contratempos.;Negativo
